#Network|Station|Latitude|Longitude|Elevation|SiteName|StartTime|EndTime
GE|NV10|38.4488|-118.3194|2133.0|GE-NV10|1980-01-01T00:00:00|
GE|NV2|38.0628|-77.8503|0.0|GE-NV2|1980-01-01T00:00:00|
GE|NV3|38.0983|-77.8093|0.0|GE-NV3|1980-01-01T00:00:00|
GE|NV32|38.3342|-118.3003|1836.0|GE-NV32|1980-01-01T00:00:00|
GE|NV33|38.4858|-118.4238|1946.0|GE-NV33|1980-01-01T00:00:00|
GE|NV4|38.0268|-77.7808|0.0|GE-NV4|1980-01-01T00:00:00|
GE|NV5|38.0537|-77.7365|0.0|GE-NV5|1980-01-01T00:00:00|
GE|NV6|38.0913|-77.7782|0.0|GE-NV6|1980-01-01T00:00:00|
GE|NV7|38.0227|-77.857|0.0|GE-NV7|1980-01-01T00:00:00|
GE|NW2|33.0905|-115.692|-68.0|GE-NW2|1980-01-01T00:00:00|
GE|NWR|42.0987|-113.4367|1646.0|GE-NWR|1980-01-01T00:00:00|
GE|NYAM|-1.41|29.2|3056.0|GE-NYAM|1980-01-01T00:00:00|
GE|NYI|-1.52|29.25|3469.0|GE-NYI|1980-01-01T00:00:00|
GE|NYK|58.924|17.091|33.0|GE-NYK|1980-01-01T00:00:00|
GE|NYRK|-0.429|36.937|1902.0|GE-NYRK|1980-01-01T00:00:00|
GE|O6A|17.792|-61.022|-496.0|GE-O6A|1980-01-01T00:00:00|
GE|OA-|21.4575|-157.9964|183.0|GE-OA-|1980-01-01T00:00:00|
GE|OA-IS|21.4575|-157.9964|183.0|GE-OA-IS|1980-01-01T00:00:00|
GE|OAUI|7.523|4.5219|262.0|GE-OAUI|1980-01-01T00:00:00|
GE|OB-NV|37.2358|-116.0525|1731.0|GE-OB-NV|1980-01-01T00:00:00|
GE|OB2NV|37.2253|-116.0578|1542.0|GE-OB2NV|1980-01-01T00:00:00|
GE|OB3NV|37.2325|-116.0542|1609.0|GE-OB3NV|1980-01-01T00:00:00|
GE|OBA|-66.1667|100.733|24.0|GE-OBA|1980-01-01T00:00:00|
GE|OBB|33.1673|-115.637|-59.0|GE-OBB|1980-01-01T00:00:00|
GE|OBK|39.9288|-100.439|792.0|GE-OBK|1980-01-01T00:00:00|
GE|OBLS|34.975|-0.442|1053.0|GE-OBLS|1980-01-01T00:00:00|
GE|OBY|-19.368|47.457|1625.0|GE-OBY|1980-01-01T00:00:00|
GE|OCA|34.6138|-86.4352|250.0|GE-OCA|1980-01-01T00:00:00|
GE|OCHM|39.8758|-121.766|530.0|GE-OCHM|1980-01-01T00:00:00|
GE|OCN|43.8848|-74.5293|701.0|GE-OCN|1980-01-01T00:00:00|
GE|ODK|11.5932|42.4901|100.0|GE-ODK|1980-01-01T00:00:00|
GE|ODSE|36.4219|138.5219|1710.0|GE-ODSE|1980-01-01T00:00:00|
GE|OG03|46.0667|6.7305|1000.0|GE-OG03|1980-01-01T00:00:00|
GE|OG04|45.9137|6.438|1330.0|GE-OG04|1980-01-01T00:00:00|
GE|OG06|45.881|5.8902|650.0|GE-OG06|1980-01-01T00:00:00|
GE|OG07|45.5927|6.141|915.0|GE-OG07|1980-01-01T00:00:00|
GE|OG08|45.4482|5.2397|550.0|GE-OG08|1980-01-01T00:00:00|
GE|OG09|45.5123|5.8363|630.0|GE-OG09|1980-01-01T00:00:00|
GE|OG10|45.3522|6.2758|1035.0|GE-OG10|1980-01-01T00:00:00|
GE|OG11|45.4527|6.6095|1120.0|GE-OG11|1980-01-01T00:00:00|
GE|OG12|45.5375|6.9053|1550.0|GE-OG12|1980-01-01T00:00:00|
GE|OG13|45.0733|5.3995|560.0|GE-OG13|1980-01-01T00:00:00|
GE|OG14|44.8152|6.1123|1090.0|GE-OG14|1980-01-01T00:00:00|
GE|OG15|44.9113|6.6487|1985.0|GE-OG15|1980-01-01T00:00:00|
GE|OG16|44.85|5.0975|775.0|GE-OG16|1980-01-01T00:00:00|
GE|OG17|44.9067|5.7662|1140.0|GE-OG17|1980-01-01T00:00:00|
GE|OG18|45.1932|6.429|1455.0|GE-OG18|1980-01-01T00:00:00|
GE|OG19|44.6303|5.726|1035.0|GE-OG19|1980-01-01T00:00:00|
GE|OG20|44.6133|6.3312|1570.0|GE-OG20|1980-01-01T00:00:00|
GE|OG21|44.7155|6.6185|1395.0|GE-OG21|1980-01-01T00:00:00|
GE|OG23|44.1162|7.6185|930.0|GE-OG23|1980-01-01T00:00:00|
GE|OG24|45.2217|6.7357|1495.0|GE-OG24|1980-01-01T00:00:00|
GE|OG27|44.3932|6.5085|1393.0|GE-OG27|1980-01-01T00:00:00|
GE|OG28|44.2582|5.5975|1040.0|GE-OG28|1980-01-01T00:00:00|
GE|OG29|44.0925|6.265|685.0|GE-OG29|1980-01-01T00:00:00|
GE|OG30|44.1095|6.7775|1350.0|GE-OG30|1980-01-01T00:00:00|
GE|OG32|43.8103|6.5593|1130.0|GE-OG32|1980-01-01T00:00:00|
GE|OG33|44.0918|7.0872|1195.0|GE-OG33|1980-01-01T00:00:00|
GE|OG34|46.0113|5.96|445.0|GE-OG34|1980-01-01T00:00:00|
GE|OGH|39.905|139.7769|354.0|GE-OGH|1980-01-01T00:00:00|
GE|OGSI|46.0665|6.754|750.0|GE-OGSI|1980-01-01T00:00:00|
GE|OGSO|40.0568|-82.9654|268.0|GE-OGSO|1980-01-01T00:00:00|
GE|OGTN|36.42|-89.486|91.0|GE-OGTN|1980-01-01T00:00:00|
GE|OHD|42.5262|140.8425|250.0|GE-OHD|1980-01-01T00:00:00|
GE|OHJ|36.36|139.6924|250.0|GE-OHJ|1980-01-01T00:00:00|
GE|OHLN|38.0064|-122.273|-196.8|GE-OHLN|1980-01-01T00:00:00|
GE|OHM|35.1738|136.0835|120.0|GE-OHM|1980-01-01T00:00:00|
GE|OHRN|35.4878|137.1946|330.0|GE-OHRN|1980-01-01T00:00:00|
GE|OIA|34.1031|135.32|756.0|GE-OIA|1980-01-01T00:00:00|
GE|OIB|34.0998|135.321|776.0|GE-OIB|1980-01-01T00:00:00|
GE|OK003|35.5493|-97.3358|354.0|GE-OK003|1980-01-01T00:00:00|
GE|OK004|35.5233|-97.4747|352.0|GE-OK004|1980-01-01T00:00:00|
GE|OK006|35.478|-97.2787|358.0|GE-OK006|1980-01-01T00:00:00|
GE|OKAH|19.4943|-154.924|180.0|GE-OKAH|1980-01-01T00:00:00|
GE|OKB|34.95|138.2538|-30.0|GE-OKB|1980-01-01T00:00:00|
GE|OKI|36.05|140.25|0.0|GE-OKI|1980-01-01T00:00:00|
GE|OKID|53.4774|-167.8162|437.0|GE-OKID|1980-01-01T00:00:00|
GE|OKJL|35.0405|0.1647|1075.0|GE-OKJL|1980-01-01T00:00:00|
GE|OKN|34.9319|139.0706|140.0|GE-OKN|1980-01-01T00:00:00|
GE|OKP|-29.6467|17.965|936.0|GE-OKP|1980-01-01T00:00:00|
GE|OLB|40.9267|9.4956|5.0|GE-OLB|1980-01-01T00:00:00|
GE|OLCH|-32.9939|-71.1728|173.0|GE-OLCH|1980-01-01T00:00:00|
GE|OLF|56.308|14.47|118.0|GE-OLF|1980-01-01T00:00:00|
GE|OLFT|50.4939|6.4202|470.0|GE-OLFT|1980-01-01T00:00:00|
GE|OLG|14.8977|-91.5077|2855.0|GE-OLG|1980-01-01T00:00:00|
GE|OLK|-0.888|36.324|1751.0|GE-OLK|1980-01-01T00:00:00|
GE|OLQ|47.5161|-123.8088|121.0|GE-OLQ|1980-01-01T00:00:00|
GE|OLWK|-0.838|36.264|1780.0|GE-OLWK|1980-01-01T00:00:00|
GE|OMCO|39.027|-108.517|0.0|GE-OMCO|1980-01-01T00:00:00|
GE|OMET|35.33|-0.73|400.0|GE-OMET|1980-01-01T00:00:00|
GE|OMID|35.28|-0.19|745.0|GE-OMID|1980-01-01T00:00:00|
GE|OMJ|36.6677|138.182|506.0|GE-OMJ|1980-01-01T00:00:00|
GE|OMP|8.455|124.694|50.0|GE-OMP|1980-01-01T00:00:00|
GE|OMW|48.4803|-119.561|421.0|GE-OMW|1980-01-01T00:00:00|
GE|OMWY|53.7909|-1.9799|438.0|GE-OMWY|1980-01-01T00:00:00|
GE|ONF|43.095|-0.716|30.0|GE-ONF|1980-01-01T00:00:00|
GE|ONTR|43.2738|-77.3067|84.0|GE-ONTR|1980-01-01T00:00:00|
GE|OO-|61.0547|10.8661|555.0|GE-OO-|1980-01-01T00:00:00|
GE|OOM|35.2167|138.633|0.0|GE-OOM|1980-01-01T00:00:00|
GE|OOS|35.5797|138.0488|805.0|GE-OOS|1980-01-01T00:00:00|
GE|OOT|46.65|142.767|36.0|GE-OOT|1980-01-01T00:00:00|
GE|OPC|48.1001|-123.4129|90.0|GE-OPC|1980-01-01T00:00:00|
GE|OPL|38.4817|-112.872|1766.0|GE-OPL|1980-01-01T00:00:00|
GE|OR-|28.4669|-81.2214|20.0|GE-OR-|1980-01-01T00:00:00|
GE|OR-FL|28.4669|-81.2214|20.0|GE-OR-FL|1980-01-01T00:00:00|
GE|OR1|40.0635|16.4492|375.0|GE-OR1|1980-01-01T00:00:00|
GE|ORB|46.7167|6.5167|0.0|GE-ORB|1980-01-01T00:00:00|
GE|ORCC|33.5662|-115.7692|1087.0|GE-ORCC|1980-01-01T00:00:00|
GE|ORCD|-60.7381|-44.7361|20.0|GE-ORCD|1980-01-01T00:00:00|
GE|ORG|42.2278|1.3322|740.0|GE-ORG|1980-01-01T00:00:00|
GE|ORGA|49.5539|-114.1008|1257.0|GE-ORGA|1980-01-01T00:00:00|
GE|ORGV|36.8572|-3.4322|1600.0|GE-ORGV|1980-01-01T00:00:00|
GE|ORJ|35.5171|136.1197|150.0|GE-ORJ|1980-01-01T00:00:00|
GE|ORK|56.268|13.262|96.0|GE-ORK|1980-01-01T00:00:00|
GE|ORNO|44.892|-68.672|100.0|GE-ORNO|1980-01-01T00:00:00|
GE|OSBY|41.3603|-73.9239|212.0|GE-OSBY|1980-01-01T00:00:00|
GE|OSGS|60.19|5.46|30.0|GE-OSGS|1980-01-01T00:00:00|
GE|OSLO|40.739|-84.025|284.0|GE-OSLO|1980-01-01T00:00:00|
GE|OSM|18.4972|-103.4719|0.0|GE-OSM|1980-01-01T00:00:00|
GE|OSML|43.3892|-0.5928|105.0|GE-OSML|1980-01-01T00:00:00|
GE|OSMO|40.797|-82.579|420.0|GE-OSMO|1980-01-01T00:00:00|
GE|OSNY|41.2117|-73.8283|122.0|GE-OSNY|1980-01-01T00:00:00|
GE|OSUO|39.9981|-83.0109|226.0|GE-OSUO|1980-01-01T00:00:00|
GE|OSWG|43.517|-76.4162|84.0|GE-OSWG|1980-01-01T00:00:00|
GE|OT001|45.4788|-75.4745|88.0|GE-OT001|1980-01-01T00:00:00|
GE|OT002|45.4742|-75.5019|84.0|GE-OT002|1980-01-01T00:00:00|
GE|OT004|45.3644|-75.7746|78.0|GE-OT004|1980-01-01T00:00:00|
GE|OT006|45.4292|-75.65|68.0|GE-OT006|1980-01-01T00:00:00|
GE|OT008|45.3496|-75.6418|80.0|GE-OT008|1980-01-01T00:00:00|
GE|OT011|45.3939|-75.7149|94.0|GE-OT011|1980-01-01T00:00:00|
GE|OT012|45.3942|-75.7167|77.0|GE-OT012|1980-01-01T00:00:00|
GE|OTBB|45.4068|-75.5548|76.0|GE-OTBB|1980-01-01T00:00:00|
GE|OTBM|39.5457|-121.561|219.0|GE-OTBM|1980-01-01T00:00:00|
GE|OTGH|45.4014|-75.6969|74.0|GE-OTGH|1980-01-01T00:00:00|
GE|OTI|47.3333|142.783|0.0|GE-OTI|1980-01-01T00:00:00|
GE|OTK|42.346|76.017|1700.0|GE-OTK|1980-01-01T00:00:00|
GE|OTL|52.6299|4.8226|-3.0|GE-OTL|1980-01-01T00:00:00|
GE|OTLM|34.88|-1.35|801.0|GE-OTLM|1980-01-01T00:00:00|
GE|OTNM|45.4121|-75.6891|72.0|GE-OTNM|1980-01-01T00:00:00|
GE|OTTER|47.5778|7.6038|298.0|GE-OTTER|1980-01-01T00:00:00|
GE|OTWM|45.3824|-75.7628|69.0|GE-OTWM|1980-01-01T00:00:00|
GE|OTZ|35.7603|-106.173|2091.0|GE-OTZ|1980-01-01T00:00:00|
GE|OUAO|39.322|-82.097|217.0|GE-OUAO|1980-01-01T00:00:00|
GE|OV1|40.8267|14.3978|606.0|GE-OV1|1980-01-01T00:00:00|
GE|OVE|36.5311|-114.442|395.0|GE-OVE|1980-01-01T00:00:00|
GE|OWAM|39.453|-121.487|168.0|GE-OWAM|1980-01-01T00:00:00|
GE|OXD|51.7667|-1.25|61.0|GE-OXD|1980-01-01T00:00:00|
GE|OXMT|37.4994|-122.4243|14.8|GE-OXMT|1980-01-01T00:00:00|
GE|OYT|35.3339|134.6645|260.0|GE-OYT|1980-01-01T00:00:00|
GE|OYT2|35.3218|134.6658|230.0|GE-OYT2|1980-01-01T00:00:00|
GE|P403|48.0624|-124.1409|314.0|GE-P403|1980-01-01T00:00:00|
GE|PAI|14.8044|-61.1564|844.0|GE-PAI|1980-01-01T00:00:00|
GE|PAJ|18.17|-76.456|201.0|GE-PAJ|1980-01-01T00:00:00|
GE|PAK0|33.65|73.252|0.0|GE-PAK0|1980-01-01T00:00:00|
GE|PAKY|37.057|-88.772|76.0|GE-PAKY|1980-01-01T00:00:00|
GE|PALA|-1.6917|-77.9562|908.0|GE-PALA|1980-01-01T00:00:00|
GE|PALB|29.6533|91.133|3675.0|GE-PALB|1980-01-01T00:00:00|
GE|PALM|10.2046|-64.4388|1100.0|GE-PALM|1980-01-01T00:00:00|
GE|PALV|10.4489|-71.6299|1.8|GE-PALV|1980-01-01T00:00:00|
GE|PAMF|14.6138|-61.0363|120.0|GE-PAMF|1980-01-01T00:00:00|
GE|PAN|-35.7517|-71.4032|175.0|GE-PAN|1980-01-01T00:00:00|
GE|PAO|40.6056|110.0208|1114.0|GE-PAO|1980-01-01T00:00:00|
GE|PARA|37.3052|-3.9065|1328.0|GE-PARA|1980-01-01T00:00:00|
GE|PARN|-35.8059|137.2389|140.0|GE-PARN|1980-01-01T00:00:00|
GE|PARR|38.7707|-117.8965|1774.0|GE-PARR|1980-01-01T00:00:00|
GE|PARZ|-37.7335|176.29|180.0|GE-PARZ|1980-01-01T00:00:00|
GE|PASE|44.6062|11.4567|12.0|GE-PASE|1980-01-01T00:00:00|
GE|PAYL|47.1926|-122.314|9.0|GE-PAYL|1980-01-01T00:00:00|
GE|PB-|35.7361|-88.1361|122.0|GE-PB-|1980-01-01T00:00:00|
GE|PB-TN|35.7361|-88.1361|122.0|GE-PB-TN|1980-01-01T00:00:00|
GE|PBF|32.8585|-79.7642|-58.0|GE-PBF|1980-01-01T00:00:00|
GE|PBG|56.801|-132.9277|37.0|GE-PBG|1980-01-01T00:00:00|
GE|PBG1|56.794|-132.9142|75.0|GE-PBG1|1980-01-01T00:00:00|
GE|PBO3|10.8063|-85.4238|583.0|GE-PBO3|1980-01-01T00:00:00|
GE|PBWM|36.315|-120.929|381.0|GE-PBWM|1980-01-01T00:00:00|
GE|PC-|30.5558|-89.7825|12.0|GE-PC-|1980-01-01T00:00:00|
GE|PC-MS|30.5558|-89.7825|12.0|GE-PC-MS|1980-01-01T00:00:00|
GE|PCAL|40.0309|-8.0718|454.0|GE-PCAL|1980-01-01T00:00:00|
GE|PCAM|35.9317|-120.337|1189.0|GE-PCAM|1980-01-01T00:00:00|
GE|PCHP|-6.033|-79.683|150.0|GE-PCHP|1980-01-01T00:00:00|
GE|PCHR|44.5852|26.309|76.0|GE-PCHR|1980-01-01T00:00:00|
GE|PCS|-13.8033|-76.2783|100.0|GE-PCS|1980-01-01T00:00:00|
GE|PD-|49.3922|-120.4764|914.0|GE-PD-|1980-01-01T00:00:00|
GE|PD-BC|49.3922|-120.4764|914.0|GE-PD-BC|1980-01-01T00:00:00|
GE|PD03|42.7759|-109.5496|2293.0|GE-PD03|1980-01-01T00:00:00|
GE|PD04|42.766|-109.5744|2185.0|GE-PD04|1980-01-01T00:00:00|
GE|PD05|42.7704|-109.5666|2184.0|GE-PD05|1980-01-01T00:00:00|
GE|PD07|42.7704|-109.5445|2331.0|GE-PD07|1980-01-01T00:00:00|
GE|PD08|42.7589|-109.5836|2190.0|GE-PD08|1980-01-01T00:00:00|
GE|PD09|42.7618|-109.5672|2208.0|GE-PD09|1980-01-01T00:00:00|
GE|PD10|42.7595|-109.557|2216.0|GE-PD10|1980-01-01T00:00:00|
GE|PD11|42.7526|-109.5769|2182.0|GE-PD11|1980-01-01T00:00:00|
GE|PD12|42.7551|-109.5631|2186.0|GE-PD12|1980-01-01T00:00:00|
GE|PD13|42.7551|-109.5497|2337.0|GE-PD13|1980-01-01T00:00:00|
GE|PDC|46.41|12.37|0.0|GE-PDC|1980-01-01T00:00:00|
GE|PDD|45.7667|2.9667|1450.0|GE-PDD|1980-01-01T00:00:00|
GE|PDDM|-29.3801|151.2429|499.0|GE-PDDM|1980-01-01T00:00:00|
GE|PDIAR|42.7663|-109.5939|2332.0|GE-PDIAR|1980-01-01T00:00:00|
GE|PDK|56.14|160.78|800.0|GE-PDK|1980-01-01T00:00:00|
GE|PDMC|40.756|-75.117|232.0|GE-PDMC|1980-01-01T00:00:00|
GE|PDNS|0.1114|-79.991|139.0|GE-PDNS|1980-01-01T00:00:00|
GE|PDRG|38.1|-7.64|108.0|GE-PDRG|1980-01-01T00:00:00|
GE|PDUI|-6.447|147.511|950.0|GE-PDUI|1980-01-01T00:00:00|
GE|PE-|37.6147|-81.6653|427.0|GE-PE-|1980-01-01T00:00:00|
GE|PE-WV|37.6147|-81.6653|427.0|GE-PE-WV|1980-01-01T00:00:00|
GE|PEA|33.2553|-87.4943|107.0|GE-PEA|1980-01-01T00:00:00|
GE|PEDR|18.0362|-71.7461|0.0|GE-PEDR|1980-01-01T00:00:00|
GE|PEG|43.1014|12.3969|495.0|GE-PEG|1980-01-01T00:00:00|
GE|PEH|29.8367|106.418|213.0|GE-PEH|1980-01-01T00:00:00|
GE|PEK|40.0403|116.175|43.0|GE-PEK|1980-01-01T00:00:00|
GE|PEMC|40.758|-75.076|305.0|GE-PEMC|1980-01-01T00:00:00|
GE|PEN|30.4667|-87.1833|0.0|GE-PEN|1980-01-01T00:00:00|
GE|PENM|17.436|-93.528|0.0|GE-PENM|1980-01-01T00:00:00|
GE|PEO|15.8512|-97.0555|3.0|GE-PEO|1980-01-01T00:00:00|
GE|PERL|45.2382|-122.779|68.0|GE-PERL|1980-01-01T00:00:00|
GE|PETE|-20.4388|148.4234|140.0|GE-PETE|1980-01-01T00:00:00|
GE|PEUT|38.7759|-112.0886|1644.0|GE-PEUT|1980-01-01T00:00:00|
GE|PF-|46.0878|-84.4608|259.0|GE-PF-|1980-01-01T00:00:00|
GE|PF-MI|46.0878|-84.4608|259.0|GE-PF-MI|1980-01-01T00:00:00|
GE|PFA|36.1208|-114.005|417.0|GE-PFA|1980-01-01T00:00:00|
GE|PFMC|40.725|-75.155|220.0|GE-PFMC|1980-01-01T00:00:00|
GE|PG-|53.9972|-122.5231|914.0|GE-PG-|1980-01-01T00:00:00|
GE|PG2BC|53.9911|-122.5122|747.0|GE-PG2BC|1980-01-01T00:00:00|
GE|PGAZ|36.9057|-111.281|1272.0|GE-PGAZ|1980-01-01T00:00:00|
GE|PGHM|35.831|-120.353|433.0|GE-PGHM|1980-01-01T00:00:00|
GE|PGM|34.464|-90.1125|105.0|GE-PGM|1980-01-01T00:00:00|
GE|PGN3|40.5722|15.7967|882.0|GE-PGN3|1980-01-01T00:00:00|
GE|PGS|37.2653|-107.021|0.0|GE-PGS|1980-01-01T00:00:00|
GE|PGVM|36.4602|-89.729|82.0|GE-PGVM|1980-01-01T00:00:00|
GE|PGWM|35.1838|-120.627|148.0|GE-PGWM|1980-01-01T00:00:00|
GE|PH-NV|37.2983|-116.5481|1792.0|GE-PH-NV|1980-01-01T00:00:00|
GE|PH-WA|46.3236|-117.3281|945.0|GE-PH-WA|1980-01-01T00:00:00|
GE|PH2NV|37.2422|-116.4644|1908.0|GE-PH2NV|1980-01-01T00:00:00|
GE|PH3NV|37.3725|-116.5286|1603.0|GE-PH3NV|1980-01-01T00:00:00|
GE|PH4NV|37.2556|-116.4636|1917.0|GE-PH4NV|1980-01-01T00:00:00|
GE|PHDM|-33.847|150.969|90.0|GE-PHDM|1980-01-01T00:00:00|
GE|PHEL|42.9542|-77.095|188.0|GE-PHEL|1980-01-01T00:00:00|
GE|PHH|19.375|-155.208|1021.0|GE-PHH|1980-01-01T00:00:00|
GE|PHN|36.03|129.36|0.0|GE-PHN|1980-01-01T00:00:00|
GE|PHRM|36.373|-120.819|750.0|GE-PHRM|1980-01-01T00:00:00|
GE|PHSA|61.6089|-149.1487|144.5|GE-PHSA|1980-01-01T00:00:00|
GE|PHW|-23.9505|31.1388|440.0|GE-PHW|1980-01-01T00:00:00|
GE|PHYB|49.0828|-123.8431|0.0|GE-PHYB|1980-01-01T00:00:00|
GE|PI-|42.4528|-109.5486|2170.0|GE-PI-|1980-01-01T00:00:00|
GE|PI-WY|42.4528|-109.5486|2170.0|GE-PI-WY|1980-01-01T00:00:00|
GE|PI2WY|42.7672|-109.562|2195.0|GE-PI2WY|1980-01-01T00:00:00|
GE|PI3|42.4417|-109.579|2164.0|GE-PI3|1980-01-01T00:00:00|
GE|PIA|47.7175|16.1931|380.0|GE-PIA|1980-01-01T00:00:00|
GE|PIC|32.9142|-114.643|263.0|GE-PIC|1980-01-01T00:00:00|
GE|PICH|-34.3858|-72.0019|30.0|GE-PICH|1980-01-01T00:00:00|
GE|PINM|60.0967|-140.257|975.0|GE-PINM|1980-01-01T00:00:00|
GE|PIOH|40.158|-84.2115|301.0|GE-PIOH|1980-01-01T00:00:00|
GE|PIR|49.2|7.6074|400.0|GE-PIR|1980-01-01T00:00:00|
GE|PIU|34.7403|-115.094|1209.0|GE-PIU|1980-01-01T00:00:00|
GE|PIVM|35.9065|-120.682|497.0|GE-PIVM|1980-01-01T00:00:00|
GE|PJ-PA|40.2828|-75.5836|91.0|GE-PJ-PA|1980-01-01T00:00:00|
GE|PJC|30.4806|-87.2011|0.0|GE-PJC|1980-01-01T00:00:00|
GE|PJRM|36.0837|-121.169|336.0|GE-PJRM|1980-01-01T00:00:00|
GE|PK-|45.3175|-118.9092|1036.0|GE-PK-|1980-01-01T00:00:00|
GE|PK-OR|45.3175|-118.9092|1036.0|GE-PK-OR|1980-01-01T00:00:00|
GE|PK1|35.831|-120.353|433.0|GE-PK1|1980-01-01T00:00:00|
GE|PK2|35.8145|-120.511|503.0|GE-PK2|1980-01-01T00:00:00|
GE|PK3|35.9455|-120.474|552.0|GE-PK3|1980-01-01T00:00:00|
GE|PKKI|-2.241|113.9721|0.0|GE-PKKI|1980-01-01T00:00:00|
GE|PKKY|38.383|-83.034|336.0|GE-PKKY|1980-01-01T00:00:00|
GE|PKN|47.5858|-52.7833|210.0|GE-PKN|1980-01-01T00:00:00|
GE|PKNC|36.046|-81.158|785.0|GE-PKNC|1980-01-01T00:00:00|
GE|PKNY|41.8742|-74.1714|0.0|GE-PKNY|1980-01-01T00:00:00|
GE|PLA|7.3333|134.483|390.0|GE-PLA|1980-01-01T00:00:00|
GE|PLAI|-8.8272|117.776|125.0|GE-PLAI|1980-01-01T00:00:00|
GE|PLAY|-2.5425|-80.384|35.0|GE-PLAY|1980-01-01T00:00:00|
GE|PLAZ|1.2593|-77.279|3000.0|GE-PLAZ|1980-01-01T00:00:00|
GE|PLMI|30.8417|78.6292|1640.0|GE-PLMI|1980-01-01T00:00:00|
GE|PLMR|-34.8728|139.1508|138.0|GE-PLMR|1980-01-01T00:00:00|
GE|PLO|15.7402|-96.4583|280.0|GE-PLO|1980-01-01T00:00:00|
GE|PLOM|36.2465|-121.043|308.0|GE-PLOM|1980-01-01T00:00:00|
GE|PLOR1|45.852|26.6466|706.0|GE-PLOR1|1980-01-01T00:00:00|
GE|PLOR2|45.8502|26.6437|701.0|GE-PLOR2|1980-01-01T00:00:00|
GE|PLOR3|45.854|26.6455|722.0|GE-PLOR3|1980-01-01T00:00:00|
GE|PLOR4|45.8512|26.6498|680.0|GE-PLOR4|1980-01-01T00:00:00|
GE|PLOR5|45.842|26.6415|720.0|GE-PLOR5|1980-01-01T00:00:00|
GE|PLOR6|45.8455|26.6635|650.0|GE-PLOR6|1980-01-01T00:00:00|
GE|PLR|38.144|13.3477|60.0|GE-PLR|1980-01-01T00:00:00|
GE|PLRM|61.5922|-149.131|100.0|GE-PLRM|1980-01-01T00:00:00|
GE|PLS|10.413|-61.49|0.0|GE-PLS|1980-01-01T00:00:00|
GE|PLU|38.7|39.9308|979.0|GE-PLU|1980-01-01T00:00:00|
GE|PM-|41.2075|-105.3608|2469.0|GE-PM-|1980-01-01T00:00:00|
GE|PM-WY|41.2075|-105.3608|2469.0|GE-PM-WY|1980-01-01T00:00:00|
GE|PMC|40.03|-105.337|1990.0|GE-PMC|1980-01-01T00:00:00|
GE|PMG|-9.4059|147.159|65.0|GE-PMG|1980-01-01T00:00:00|
GE|PMMC|40.641|-75.123|152.0|GE-PMMC|1980-01-01T00:00:00|
GE|PMN|37.2807|-116.302|2141.0|GE-PMN|1980-01-01T00:00:00|
GE|PMP|40.75|14.5|0.0|GE-PMP|1980-01-01T00:00:00|
GE|PMPM|36.2152|-120.795|784.0|GE-PMPM|1980-01-01T00:00:00|
GE|PMT|43.7909|-120.945|1924.0|GE-PMT|1980-01-01T00:00:00|
GE|PMW|41.21|-105.335|2240.0|GE-PMW|1980-01-01T00:00:00|
GE|PN-|43.7431|-118.5772|1250.0|GE-PN-|1980-01-01T00:00:00|
GE|PN-OR|43.7431|-118.5772|1250.0|GE-PN-OR|1980-01-01T00:00:00|
GE|PN1|17.469|-93.488|0.0|GE-PN1|1980-01-01T00:00:00|
GE|PN2|17.438|-93.4505|0.0|GE-PN2|1980-01-01T00:00:00|
GE|PN3|17.354|-93.608|0.0|GE-PN3|1980-01-01T00:00:00|
GE|PN4|17.179|-93.395|0.0|GE-PN4|1980-01-01T00:00:00|
GE|PNN|56.805|-157.583|442.0|GE-PNN|1980-01-01T00:00:00|
GE|PNR|38.8213|-118.794|0.0|GE-PNR|1980-01-01T00:00:00|
GE|PNVM|19.347|-98.918|0.0|GE-PNVM|1980-01-01T00:00:00|
GE|PNZ|44.8354|-73.577|215.0|GE-PNZ|1980-01-01T00:00:00|
GE|PO-|33.4756|-101.3622|914.0|GE-PO-|1980-01-01T00:00:00|
GE|PO-TX|33.4756|-101.3622|914.0|GE-PO-TX|1980-01-01T00:00:00|
GE|PO9|42.5806|12.8836|1200.0|GE-PO9|1980-01-01T00:00:00|
GE|POAT|-41.8173|146.9032|834.0|GE-POAT|1980-01-01T00:00:00|
GE|POBL|41.3793|1.0847|515.0|GE-POBL|1980-01-01T00:00:00|
GE|POBM|36.4085|-89.6622|82.0|GE-POBM|1980-01-01T00:00:00|
GE|POCA|50.3193|12.4346|800.0|GE-POCA|1980-01-01T00:00:00|
GE|POE|51.1447|-1.6539|125.0|GE-POE|1980-01-01T00:00:00|
GE|POL|44.8667|13.85|32.0|GE-POL|1980-01-01T00:00:00|
GE|POLL|48.3578|19.1575|550.0|GE-POLL|1980-01-01T00:00:00|
GE|POM|34.1|-117.717|350.0|GE-POM|1980-01-01T00:00:00|
GE|PON|18.0033|-66.6139|50.0|GE-PON|1980-01-01T00:00:00|
GE|PONT|42.4043|0.7573|1220.0|GE-PONT|1980-01-01T00:00:00|
GE|PONY|41.8517|-74.15|0.0|GE-PONY|1980-01-01T00:00:00|
GE|POR|43.6833|-70.2833|0.0|GE-POR|1980-01-01T00:00:00|
GE|PORM|17.179|-93.395|0.0|GE-PORM|1980-01-01T00:00:00|
